Id,Labels,Nurturing,Creative,Rational,Sensitive,Determined,Introspective
SH00051,[‘Nurturing’],1,0,0,0,0,0
SH00052,[‘Nurturing’],1,0,0,0,0,0
SH00053,[‘Nurturing’],1,0,0,0,0,0
SH00054,[‘Nurturing’],1,0,0,0,0,0
SH00055,[‘Nurturing’],1,0,0,0,0,0
SH00056,[‘Nurturing’],1,0,0,0,0,0
SH00057,[‘Nurturing’],1,0,0,0,0,0
SH00058,[‘Nurturing’],1,0,0,0,0,0
SH00059,[‘Nurturing’],1,0,0,0,0,0
SH00060,[‘Nurturing’],1,0,0,0,0,0
SH00061,[‘Nurturing’],1,0,0,0,0,0
SH00062,[‘Nurturing’],1,0,0,0,0,0
SH00063,[‘Nurturing’],1,0,0,0,0,0
SH00064,[‘Nurturing’],1,0,0,0,0,0
SH00065,[‘Nurturing’],1,0,0,0,0,0
SH00066,[‘Nurturing’],1,0,0,0,0,0
SH00067,[‘Nurturing’],1,0,0,0,0,0
SH00068,[‘Nurturing’],1,0,0,0,0,0
SH00069,[‘Nurturing’],1,0,0,0,0,0
SH00070,[‘Nurturing’],1,0,0,0,0,0
SH00071,[‘Nurturing’],1,0,0,0,0,0
SH00072,[‘Nurturing’],1,0,0,0,0,0
SH00073,[‘Nurturing’],1,0,0,0,0,0
SH00074,[‘Nurturing’],1,0,0,0,0,0
SH00075,[‘Nurturing’],1,0,0,0,0,0
SH00076,[‘Nurturing’],1,0,0,0,0,0
SH00077,[‘Nurturing’],1,0,0,0,0,0
SH00078,[‘Nurturing’],1,0,0,0,0,0
SH00079,[‘Nurturing’],1,0,0,0,0,0
SH00080,[‘Nurturing’],1,0,0,0,0,0
SH00081,[‘Nurturing’],1,0,0,0,0,0
SH00082,[‘Nurturing’],1,0,0,0,0,0
SH00083,[‘Nurturing’],1,0,0,0,0,0
SH00084,[‘Nurturing’],1,0,0,0,0,0
SH00085,[‘Nurturing’],1,0,0,0,0,0
SH00086,[‘Nurturing’],1,0,0,0,0,0
SH00087,[‘Nurturing’],1,0,0,0,0,0
SH00088,[‘Nurturing’],1,0,0,0,0,0
SH00089,[‘Nurturing’],1,0,0,0,0,0
SH00090,[‘Nurturing’],1,0,0,0,0,0
SH00091,[‘Nurturing’],1,0,0,0,0,0
SH00092,[‘Nurturing’],1,0,0,0,0,0
SH00093,[‘Nurturing’],1,0,0,0,0,0
SH00094,[‘Nurturing’],1,0,0,0,0,0
SH00095,[‘Nurturing’],1,0,0,0,0,0
SH00096,[‘Nurturing’],1,0,0,0,0,0
SH00097,[‘Nurturing’],1,0,0,0,0,0
SH00098,[‘Nurturing’],1,0,0,0,0,0
SH00099,[‘Nurturing’],1,0,0,0,0,0
SH00100,[‘Nurturing’],1,0,0,0,0,0
SH00101,[‘Nurturing’],1,0,0,0,0,0
SH00102,[‘Nurturing’],1,0,0,0,0,0
SH00103,[‘Nurturing’],1,0,0,0,0,0
SH00104,[‘Nurturing’],1,0,0,0,0,0
SH00105,[‘Nurturing’],1,0,0,0,0,0
SH00106,[‘Nurturing’],1,0,0,0,0,0
SH00107,[‘Nurturing’],1,0,0,0,0,0
SH00108,[‘Nurturing’],1,0,0,0,0,0
SH00109,[‘Nurturing’],1,0,0,0,0,0
SH00110,[‘Nurturing’],1,0,0,0,0,0
SH00111,[‘Nurturing’],1,0,0,0,0,0
SH00112,[‘Nurturing’],1,0,0,0,0,0
SH00113,[‘Nurturing’],1,0,0,0,0,0
SH00114,[‘Nurturing’],1,0,0,0,0,0
SH00115,[‘Nurturing’],1,0,0,0,0,0
SH00116,[‘Nurturing’],1,0,0,0,0,0
SH00117,[‘Nurturing’],1,0,0,0,0,0
SH00118,[‘Nurturing’],1,0,0,0,0,0
SH00119,[‘Nurturing’],1,0,0,0,0,0
SH00120,[‘Nurturing’],1,0,0,0,0,0
SH00121,[‘Nurturing’],1,0,0,0,0,0
SH00122,[‘Nurturing’],1,0,0,0,0,0
SH00123,[‘Nurturing’],1,0,0,0,0,0
SH00124,[‘Nurturing’],1,0,0,0,0,0
SH00125,[‘Nurturing’],1,0,0,0,0,0
SH00126,[‘Nurturing’],1,0,0,0,0,0
SH00127,[‘Nurturing’],1,0,0,0,0,0
SH00128,[‘Nurturing’],1,0,0,0,0,0
SH00129,[‘Nurturing’],1,0,0,0,0,0
SH00130,[‘Nurturing’],1,0,0,0,0,0
SH00131,[‘Nurturing’],1,0,0,0,0,0
SH00132,[‘Nurturing’],1,0,0,0,0,0
SH00133,[‘Nurturing’],1,0,0,0,0,0
SH00134,[‘Nurturing’],1,0,0,0,0,0
SH00135,[‘Nurturing’],1,0,0,0,0,0
SH00136,[‘Nurturing’],1,0,0,0,0,0
SH00137,[‘Nurturing’],1,0,0,0,0,0
SH00138,[‘Nurturing’],1,0,0,0,0,0
SH00139,[‘Nurturing’],1,0,0,0,0,0
SH00140,[‘Nurturing’],1,0,0,0,0,0
SH00141,[‘Nurturing’],1,0,0,0,0,0
SH00142,[‘Nurturing’],1,0,0,0,0,0
SH00143,[‘Nurturing’],1,0,0,0,0,0
SH00144,[‘Nurturing’],1,0,0,0,0,0
SH00145,[‘Nurturing’],1,0,0,0,0,0
SH00146,[‘Nurturing’],1,0,0,0,0,0
SH00147,[‘Nurturing’],1,0,0,0,0,0
SH00148,[‘Nurturing’],1,0,0,0,0,0
SH00149,[‘Nurturing’],1,0,0,0,0,0
SH00150,[‘Nurturing’],1,0,0,0,0,0
SH00151,[‘Nurturing’],1,0,0,0,0,0
SH00152,[‘Nurturing’],1,0,0,0,0,0
SH00153,[‘Nurturing’],1,0,0,0,0,0
SH00154,[‘Nurturing’],1,0,0,0,0,0
SH00155,[‘Nurturing’],1,0,0,0,0,0
SH00156,[‘Nurturing’],1,0,0,0,0,0
SH00157,[‘Nurturing’],1,0,0,0,0,0
SH00158,[‘Nurturing’],1,0,0,0,0,0
SH00159,[‘Nurturing’],1,0,0,0,0,0
SH00160,[‘Nurturing’],1,0,0,0,0,0
SH00161,[‘Nurturing’],1,0,0,0,0,0
SH00162,[‘Nurturing’],1,0,0,0,0,0
SH00163,[‘Nurturing’],1,0,0,0,0,0
SH00164,[‘Nurturing’],1,0,0,0,0,0
SH00165,[‘Nurturing’],1,0,0,0,0,0
SH00166,[‘Nurturing’],1,0,0,0,0,0
SH00167,[‘Nurturing’],1,0,0,0,0,0
SH00168,[‘Nurturing’],1,0,0,0,0,0
SH00169,[‘Nurturing’],1,0,0,0,0,0
SH00170,[‘Nurturing’],1,0,0,0,0,0
SH00171,[‘Nurturing’],1,0,0,0,0,0
SH00172,[‘Nurturing’],1,0,0,0,0,0
SH00173,[‘Nurturing’],1,0,0,0,0,0
SH00174,[‘Nurturing’],1,0,0,0,0,0
SH00175,[‘Nurturing’],1,0,0,0,0,0
SH00176,[‘Nurturing’],1,0,0,0,0,0
SH00177,[‘Nurturing’],1,0,0,0,0,0
SH00178,[‘Nurturing’],1,0,0,0,0,0
SH00179,[‘Nurturing’],1,0,0,0,0,0
SH00180,[‘Nurturing’],1,0,0,0,0,0
SH00181,[‘Nurturing’],1,0,0,0,0,0
SH00182,[‘Nurturing’],1,0,0,0,0,0
SH00183,[‘Nurturing’],1,0,0,0,0,0
SH00184,[‘Nurturing’],1,0,0,0,0,0
SH00185,[‘Nurturing’],1,0,0,0,0,0
SH00186,[‘Nurturing’],1,0,0,0,0,0
SH00187,[‘Nurturing’],1,0,0,0,0,0
SH00188,[‘Nurturing’],1,0,0,0,0,0
SH00189,[‘Nurturing’],1,0,0,0,0,0
SH00190,[‘Nurturing’],1,0,0,0,0,0
SH00191,[‘Nurturing’],1,0,0,0,0,0
SH00192,[‘Nurturing’],1,0,0,0,0,0
SH00193,[‘Nurturing’],1,0,0,0,0,0
SH00194,[‘Nurturing’],1,0,0,0,0,0
SH00195,[‘Nurturing’],1,0,0,0,0,0
SH00196,[‘Nurturing’],1,0,0,0,0,0
SH00197,[‘Nurturing’],1,0,0,0,0,0
SH00198,[‘Nurturing’],1,0,0,0,0,0
SH00199,[‘Nurturing’],1,0,0,0,0,0
SH00200,[‘Nurturing’],1,0,0,0,0,0
SH00201,[‘Nurturing’],1,0,0,0,0,0
SH00202,[‘Nurturing’],1,0,0,0,0,0
SH00203,[‘Nurturing’],1,0,0,0,0,0
SH00204,[‘Nurturing’],1,0,0,0,0,0
SH00205,[‘Nurturing’],1,0,0,0,0,0
SH00206,[‘Nurturing’],1,0,0,0,0,0
SH00207,[‘Nurturing’],1,0,0,0,0,0
SH00208,[‘Nurturing’],1,0,0,0,0,0
SH00209,[‘Nurturing’],1,0,0,0,0,0
SH00210,[‘Nurturing’],1,0,0,0,0,0
SH00211,[‘Nurturing’],1,0,0,0,0,0
SH00212,[‘Nurturing’],1,0,0,0,0,0
SH00213,[‘Nurturing’],1,0,0,0,0,0
SH00214,[‘Nurturing’],1,0,0,0,0,0
SH00215,[‘Nurturing’],1,0,0,0,0,0
SH00216,[‘Nurturing’],1,0,0,0,0,0
SH00217,[‘Nurturing’],1,0,0,0,0,0
SH00218,[‘Nurturing’],1,0,0,0,0,0
SH00219,[‘Nurturing’],1,0,0,0,0,0
SH00220,[‘Nurturing’],1,0,0,0,0,0
SH00221,[‘Nurturing’],1,0,0,0,0,0
SH00222,[‘Nurturing’],1,0,0,0,0,0
SH00223,[‘Nurturing’],1,0,0,0,0,0
SH00224,[‘Nurturing’],1,0,0,0,0,0
SH00225,[‘Nurturing’],1,0,0,0,0,0
SH00226,[‘Nurturing’],1,0,0,0,0,0
SH00227,[‘Nurturing’],1,0,0,0,0,0
SH00228,[‘Nurturing’],1,0,0,0,0,0
SH00229,[‘Nurturing’],1,0,0,0,0,0
SH00230,[‘Nurturing’],1,0,0,0,0,0
SH00231,[‘Nurturing’],1,0,0,0,0,0
SH00232,[‘Nurturing’],1,0,0,0,0,0
SH00233,[‘Nurturing’],1,0,0,0,0,0
SH00234,[‘Nurturing’],1,0,0,0,0,0
SH00235,[‘Nurturing’],1,0,0,0,0,0
SH00236,[‘Nurturing’],1,0,0,0,0,0
SH00237,[‘Nurturing’],1,0,0,0,0,0
SH00238,[‘Nurturing’],1,0,0,0,0,0
SH00239,[‘Nurturing’],1,0,0,0,0,0
SH00240,[‘Nurturing’],1,0,0,0,0,0
SH00241,[‘Nurturing’],1,0,0,0,0,0
SH00242,[‘Nurturing’],1,0,0,0,0,0
SH00243,[‘Nurturing’],1,0,0,0,0,0
SH00244,[‘Nurturing’],1,0,0,0,0,0
SH00245,[‘Nurturing’],1,0,0,0,0,0
SH00246,[‘Nurturing’],1,0,0,0,0,0
SH00247,[‘Nurturing’],1,0,0,0,0,0
SH00248,[‘Nurturing’],1,0,0,0,0,0
SH00249,[‘Nurturing’],1,0,0,0,0,0
SH00250,[‘Nurturing’],1,0,0,0,0,0
SH00251,[‘Nurturing’],1,0,0,0,0,0
SH00252,[‘Nurturing’],1,0,0,0,0,0
SH00253,[‘Nurturing’],1,0,0,0,0,0
SH00254,[‘Nurturing’],1,0,0,0,0,0
SH00255,[‘Nurturing’],1,0,0,0,0,0
SH00256,[‘Nurturing’],1,0,0,0,0,0
SH00257,[‘Nurturing’],1,0,0,0,0,0
SH00258,[‘Nurturing’],1,0,0,0,0,0
SH00259,[‘Nurturing’],1,0,0,0,0,0
SH00260,[‘Nurturing’],1,0,0,0,0,0
SH00261,[‘Nurturing’],1,0,0,0,0,0
SH00262,[‘Nurturing’],1,0,0,0,0,0
SH00263,[‘Nurturing’],1,0,0,0,0,0
SH00264,[‘Nurturing’],1,0,0,0,0,0
SH00265,[‘Nurturing’],1,0,0,0,0,0
SH00266,[‘Nurturing’],1,0,0,0,0,0
SH00267,[‘Nurturing’],1,0,0,0,0,0
SH00268,[‘Nurturing’],1,0,0,0,0,0
SH00269,[‘Nurturing’],1,0,0,0,0,0
SH00270,[‘Nurturing’],1,0,0,0,0,0
SH00271,[‘Nurturing’],1,0,0,0,0,0
SH00272,[‘Nurturing’],1,0,0,0,0,0
SH00273,[‘Nurturing’],1,0,0,0,0,0
SH00274,[‘Nurturing’],1,0,0,0,0,0
SH00275,[‘Nurturing’],1,0,0,0,0,0
SH00276,[‘Nurturing’],1,0,0,0,0,0
SH00277,[‘Nurturing’],1,0,0,0,0,0
SH00278,[‘Nurturing’],1,0,0,0,0,0
SH00279,[‘Nurturing’],1,0,0,0,0,0
SH00280,[‘Nurturing’],1,0,0,0,0,0
SH00281,[‘Nurturing’],1,0,0,0,0,0
SH00282,[‘Nurturing’],1,0,0,0,0,0
SH00283,[‘Nurturing’],1,0,0,0,0,0
SH00284,[‘Nurturing’],1,0,0,0,0,0
SH00285,[‘Nurturing’],1,0,0,0,0,0
SH00286,[‘Nurturing’],1,0,0,0,0,0
SH00287,[‘Nurturing’],1,0,0,0,0,0
SH00288,[‘Nurturing’],1,0,0,0,0,0
SH00289,[‘Nurturing’],1,0,0,0,0,0
SH00290,[‘Nurturing’],1,0,0,0,0,0
SH00291,[‘Nurturing’],1,0,0,0,0,0
SH00292,[‘Nurturing’],1,0,0,0,0,0
SH00293,[‘Nurturing’],1,0,0,0,0,0
SH00294,[‘Nurturing’],1,0,0,0,0,0
SH00295,[‘Nurturing’],1,0,0,0,0,0
SH00296,[‘Nurturing’],1,0,0,0,0,0
SH00297,[‘Nurturing’],1,0,0,0,0,0
SH00298,[‘Nurturing’],1,0,0,0,0,0
SH00299,[‘Nurturing’],1,0,0,0,0,0
SH00300,[‘Nurturing’],1,0,0,0,0,0
SH00301,[‘Nurturing’],1,0,0,0,0,0
SH00302,[‘Nurturing’],1,0,0,0,0,0
SH00303,[‘Nurturing’],1,0,0,0,0,0
SH00304,[‘Nurturing’],1,0,0,0,0,0
SH00305,[‘Nurturing’],1,0,0,0,0,0
SH00306,[‘Nurturing’],1,0,0,0,0,0
SH00307,[‘Nurturing’],1,0,0,0,0,0
SH00308,[‘Nurturing’],1,0,0,0,0,0
SH00309,[‘Nurturing’],1,0,0,0,0,0
SH00310,[‘Nurturing’],1,0,0,0,0,0
SH00311,[‘Nurturing’],1,0,0,0,0,0
SH00312,[‘Nurturing’],1,0,0,0,0,0
SH00313,[‘Nurturing’],1,0,0,0,0,0
SH00314,[‘Nurturing’],1,0,0,0,0,0
SH00315,[‘Nurturing’],1,0,0,0,0,0
SH00316,[‘Nurturing’],1,0,0,0,0,0
SH00317,[‘Nurturing’],1,0,0,0,0,0
SH00318,[‘Nurturing’],1,0,0,0,0,0
SH00319,[‘Nurturing’],1,0,0,0,0,0
SH00320,[‘Nurturing’],1,0,0,0,0,0
SH00321,[‘Nurturing’],1,0,0,0,0,0
SH00322,[‘Nurturing’],1,0,0,0,0,0
SH00323,[‘Nurturing’],1,0,0,0,0,0
SH00324,[‘Nurturing’],1,0,0,0,0,0
SH00325,[‘Nurturing’],1,0,0,0,0,0
SH00326,[‘Nurturing’],1,0,0,0,0,0
SH00327,[‘Nurturing’],1,0,0,0,0,0
SH00328,[‘Nurturing’],1,0,0,0,0,0
SH00329,[‘Nurturing’],1,0,0,0,0,0
SH00330,[‘Nurturing’],1,0,0,0,0,0
SH00331,[‘Nurturing’],1,0,0,0,0,0
SH00332,[‘Nurturing’],1,0,0,0,0,0
SH00333,[‘Nurturing’],1,0,0,0,0,0
SH00334,[‘Nurturing’],1,0,0,0,0,0
SH00335,[‘Nurturing’],1,0,0,0,0,0
SH00336,[‘Nurturing’],1,0,0,0,0,0
SH00337,[‘Nurturing’],1,0,0,0,0,0
SH00338,[‘Nurturing’],1,0,0,0,0,0
SH00339,[‘Nurturing’],1,0,0,0,0,0
SH00340,[‘Nurturing’],1,0,0,0,0,0
SH00341,[‘Nurturing’],1,0,0,0,0,0
SH00342,[‘Nurturing’],1,0,0,0,0,0
SH00343,[‘Nurturing’],1,0,0,0,0,0
SH00344,[‘Nurturing’],1,0,0,0,0,0
SH00345,[‘Nurturing’],1,0,0,0,0,0
SH00346,[‘Nurturing’],1,0,0,0,0,0
SH00347,[‘Nurturing’],1,0,0,0,0,0
SH00348,[‘Nurturing’],1,0,0,0,0,0
SH00349,[‘Nurturing’],1,0,0,0,0,0
SH00350,[‘Nurturing’],1,0,0,0,0,0
SH00351,[‘Nurturing’],1,0,0,0,0,0
SH00352,[‘Nurturing’],1,0,0,0,0,0
SH00353,[‘Nurturing’],1,0,0,0,0,0
SH00354,[‘Nurturing’],1,0,0,0,0,0
SH00355,[‘Nurturing’],1,0,0,0,0,0
SH00356,[‘Nurturing’],1,0,0,0,0,0
SH00357,[‘Nurturing’],1,0,0,0,0,0
SH00358,[‘Nurturing’],1,0,0,0,0,0
SH00359,[‘Nurturing’],1,0,0,0,0,0
SH00360,[‘Nurturing’],1,0,0,0,0,0
SH00361,[‘Nurturing’],1,0,0,0,0,0
SH00362,[‘Nurturing’],1,0,0,0,0,0
SH00363,[‘Nurturing’],1,0,0,0,0,0
SH00364,[‘Nurturing’],1,0,0,0,0,0
SH00365,[‘Nurturing’],1,0,0,0,0,0
SH00366,[‘Nurturing’],1,0,0,0,0,0
SH00367,[‘Nurturing’],1,0,0,0,0,0
SH00368,[‘Nurturing’],1,0,0,0,0,0
SH00369,[‘Nurturing’],1,0,0,0,0,0
SH00370,[‘Nurturing’],1,0,0,0,0,0
SH00371,[‘Nurturing’],1,0,0,0,0,0
SH00372,[‘Nurturing’],1,0,0,0,0,0
SH00373,[‘Nurturing’],1,0,0,0,0,0
SH00374,[‘Nurturing’],1,0,0,0,0,0
SH00375,[‘Nurturing’],1,0,0,0,0,0
SH00376,[‘Nurturing’],1,0,0,0,0,0
SH00377,[‘Nurturing’],1,0,0,0,0,0
SH00378,[‘Nurturing’],1,0,0,0,0,0
SH00379,[‘Nurturing’],1,0,0,0,0,0
SH00380,[‘Nurturing’],1,0,0,0,0,0
SH00381,[‘Nurturing’],1,0,0,0,0,0
SH00382,[‘Nurturing’],1,0,0,0,0,0
SH00383,[‘Nurturing’],1,0,0,0,0,0
SH00384,[‘Nurturing’],1,0,0,0,0,0
SH00385,[‘Nurturing’],1,0,0,0,0,0
SH00386,[‘Nurturing’],1,0,0,0,0,0
SH00387,[‘Nurturing’],1,0,0,0,0,0
SH00388,[‘Nurturing’],1,0,0,0,0,0
SH00389,[‘Nurturing’],1,0,0,0,0,0
SH00390,[‘Nurturing’],1,0,0,0,0,0
SH00391,[‘Nurturing’],1,0,0,0,0,0
SH00392,[‘Nurturing’],1,0,0,0,0,0
SH00393,[‘Nurturing’],1,0,0,0,0,0
SH00394,[‘Nurturing’],1,0,0,0,0,0
SH00395,[‘Nurturing’],1,0,0,0,0,0
SH00396,[‘Nurturing’],1,0,0,0,0,0
SH00397,[‘Nurturing’],1,0,0,0,0,0
SH00398,[‘Nurturing’],1,0,0,0,0,0
SH00399,[‘Nurturing’],1,0,0,0,0,0
SH00400,[‘Nurturing’],1,0,0,0,0,0
SH00401,[‘Nurturing’],1,0,0,0,0,0
SH00402,[‘Nurturing’],1,0,0,0,0,0
SH00403,[‘Nurturing’],1,0,0,0,0,0
SH00404,[‘Nurturing’],1,0,0,0,0,0
SH00405,[‘Nurturing’],1,0,0,0,0,0
SH00406,[‘Nurturing’],1,0,0,0,0,0
SH00407,[‘Nurturing’],1,0,0,0,0,0
SH00408,[‘Nurturing’],1,0,0,0,0,0
SH00409,[‘Nurturing’],1,0,0,0,0,0
SH00410,[‘Nurturing’],1,0,0,0,0,0
SH00411,[‘Nurturing’],1,0,0,0,0,0
SH00412,[‘Nurturing’],1,0,0,0,0,0
SH00413,[‘Nurturing’],1,0,0,0,0,0
SH00414,[‘Nurturing’],1,0,0,0,0,0
SH00415,[‘Nurturing’],1,0,0,0,0,0
SH00416,[‘Nurturing’],1,0,0,0,0,0
SH00417,[‘Nurturing’],1,0,0,0,0,0
SH00418,[‘Nurturing’],1,0,0,0,0,0
SH00419,[‘Nurturing’],1,0,0,0,0,0
SH00420,[‘Nurturing’],1,0,0,0,0,0
SH00421,[‘Nurturing’],1,0,0,0,0,0
SH00422,[‘Nurturing’],1,0,0,0,0,0
SH00423,[‘Nurturing’],1,0,0,0,0,0
SH00424,[‘Nurturing’],1,0,0,0,0,0
SH00425,[‘Nurturing’],1,0,0,0,0,0
SH00426,[‘Nurturing’],1,0,0,0,0,0
SH00427,[‘Nurturing’],1,0,0,0,0,0
SH00428,[‘Nurturing’],1,0,0,0,0,0
SH00429,[‘Nurturing’],1,0,0,0,0,0
SH00430,[‘Nurturing’],1,0,0,0,0,0
SH00431,[‘Nurturing’],1,0,0,0,0,0
SH00432,[‘Nurturing’],1,0,0,0,0,0
SH00433,[‘Nurturing’],1,0,0,0,0,0
SH00434,[‘Nurturing’],1,0,0,0,0,0
SH00435,[‘Nurturing’],1,0,0,0,0,0
SH00436,[‘Nurturing’],1,0,0,0,0,0
SH00437,[‘Nurturing’],1,0,0,0,0,0
SH00438,[‘Nurturing’],1,0,0,0,0,0
SH00439,[‘Nurturing’],1,0,0,0,0,0
SH00440,[‘Nurturing’],1,0,0,0,0,0
SH00441,[‘Nurturing’],1,0,0,0,0,0
SH00442,[‘Nurturing’],1,0,0,0,0,0
SH00443,[‘Nurturing’],1,0,0,0,0,0
SH00444,[‘Nurturing’],1,0,0,0,0,0
SH00445,[‘Nurturing’],1,0,0,0,0,0
SH00446,[‘Nurturing’],1,0,0,0,0,0
SH00447,[‘Nurturing’],1,0,0,0,0,0
SH00448,[‘Nurturing’],1,0,0,0,0,0
SH00449,[‘Nurturing’],1,0,0,0,0,0
SH00450,[‘Nurturing’],1,0,0,0,0,0
SH00451,[‘Nurturing’],1,0,0,0,0,0
SH00452,[‘Nurturing’],1,0,0,0,0,0
SH00453,[‘Nurturing’],1,0,0,0,0,0
SH00454,[‘Nurturing’],1,0,0,0,0,0
SH00455,[‘Nurturing’],1,0,0,0,0,0
SH00456,[‘Nurturing’],1,0,0,0,0,0
SH00457,[‘Nurturing’],1,0,0,0,0,0
SH00458,[‘Nurturing’],1,0,0,0,0,0
SH00459,[‘Nurturing’],1,0,0,0,0,0
SH00460,[‘Nurturing’],1,0,0,0,0,0
SH00461,[‘Nurturing’],1,0,0,0,0,0
SH00462,[‘Nurturing’],1,0,0,0,0,0
SH00463,[‘Nurturing’],1,0,0,0,0,0
SH00464,[‘Nurturing’],1,0,0,0,0,0
SH00465,[‘Nurturing’],1,0,0,0,0,0
SH00466,[‘Nurturing’],1,0,0,0,0,0
SH00467,[‘Nurturing’],1,0,0,0,0,0
SH00468,[‘Nurturing’],1,0,0,0,0,0
SH00469,[‘Nurturing’],1,0,0,0,0,0
SH00470,[‘Nurturing’],1,0,0,0,0,0
SH00471,[‘Nurturing’],1,0,0,0,0,0
SH00472,[‘Nurturing’],1,0,0,0,0,0
SH00473,[‘Nurturing’],1,0,0,0,0,0
SH00474,[‘Nurturing’],1,0,0,0,0,0
SH00475,[‘Nurturing’],1,0,0,0,0,0
SH00476,[‘Nurturing’],1,0,0,0,0,0
SH00477,[‘Nurturing’],1,0,0,0,0,0
SH00478,[‘Nurturing’],1,0,0,0,0,0
SH00479,[‘Nurturing’],1,0,0,0,0,0
SH00480,[‘Nurturing’],1,0,0,0,0,0
SH00481,[‘Nurturing’],1,0,0,0,0,0
SH00482,[‘Nurturing’],1,0,0,0,0,0
SH00483,[‘Nurturing’],1,0,0,0,0,0
SH00484,[‘Nurturing’],1,0,0,0,0,0
SH00485,[‘Nurturing’],1,0,0,0,0,0
SH00486,[‘Nurturing’],1,0,0,0,0,0
SH00487,[‘Nurturing’],1,0,0,0,0,0
SH00488,[‘Nurturing’],1,0,0,0,0,0
SH00489,[‘Nurturing’],1,0,0,0,0,0
SH00490,[‘Nurturing’],1,0,0,0,0,0
SH00491,[‘Nurturing’],1,0,0,0,0,0
SH00492,[‘Nurturing’],1,0,0,0,0,0
SH00493,[‘Nurturing’],1,0,0,0,0,0
SH00494,[‘Nurturing’],1,0,0,0,0,0
SH00495,[‘Nurturing’],1,0,0,0,0,0
SH00496,[‘Nurturing’],1,0,0,0,0,0
SH00497,[‘Nurturing’],1,0,0,0,0,0
SH00498,[‘Nurturing’],1,0,0,0,0,0
SH00499,[‘Nurturing’],1,0,0,0,0,0
SH00500,[‘Nurturing’],1,0,0,0,0,0
SH00501,[‘Nurturing’],1,0,0,0,0,0
SH00502,[‘Nurturing’],1,0,0,0,0,0
SH00503,[‘Nurturing’],1,0,0,0,0,0
SH00504,[‘Nurturing’],1,0,0,0,0,0
SH00505,[‘Nurturing’],1,0,0,0,0,0
SH00506,[‘Nurturing’],1,0,0,0,0,0
SH00507,[‘Nurturing’],1,0,0,0,0,0
SH00508,[‘Nurturing’],1,0,0,0,0,0
SH00509,[‘Nurturing’],1,0,0,0,0,0
SH00510,[‘Nurturing’],1,0,0,0,0,0
SH00511,[‘Nurturing’],1,0,0,0,0,0
SH00512,[‘Nurturing’],1,0,0,0,0,0
SH00513,[‘Nurturing’],1,0,0,0,0,0
SH00514,[‘Nurturing’],1,0,0,0,0,0
SH00515,[‘Nurturing’],1,0,0,0,0,0
