Id,Labels,Caring ,Intuitive,Aware,Cold,Distant,Uncommunicative,Inflexible,Stubborn,Independent,Assertive,Logical,Protective,Strong,Needy,Manipulative,Dependent,Weak,Emotional,Compassionate,Nurturing ,Sensitive
caring67,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring68,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring69,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring70,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring71,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring72,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring73,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring74,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring75,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring76,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring77,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring78,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring79,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caring80,[‘Caring’],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive1,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive2,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive3,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive4,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive5,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive6,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive7,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive8,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive9,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive10,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive11,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive12,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive13,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive14,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive15,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive16,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive17,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive18,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive19,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive20,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive21,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive22,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive23,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive24,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive25,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive26,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive27,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive28,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive29,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive30,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive31,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive32,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive33,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive34,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive35,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive36,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive37,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive38,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive39,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive40,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive1,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive2,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive3,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive4,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive5,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive6,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive7,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive8,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive9,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive10,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive11,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive12,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive13,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive14,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive15,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive16,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive17,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive18,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive19,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive20,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive21,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive22,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive23,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive24,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive25,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive26,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive27,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive28,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive29,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive30,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive31,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive32,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive33,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive34,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive35,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive36,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive37,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive38,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive39,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intuitive40,[‘Intuitive’],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware1,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware1,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware2,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware3,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware4,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware5,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware6,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware7,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware8,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware9,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware10,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware11,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware12,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware13,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware14,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware15,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware16,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware17,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware18,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware19,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware20,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware21,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware22,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware23,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware24,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware25,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware26,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware27,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware28,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware29,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware30,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware31,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware32,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware33,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware34,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware35,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware36,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware37,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware38,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware39,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware40,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware41,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware42,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware43,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware44,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware45,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware46,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware47,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware48,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware49,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware50,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware51,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware52,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware53,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware54,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware55,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware56,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware57,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware58,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware59,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware60,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware61,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware62,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware63,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware64,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware65,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware66,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware67,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware68,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware69,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware70,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware71,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware72,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware73,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware74,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware75,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware76,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware77,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware78,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware79,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aware80,[‘Aware’],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold1,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold2,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold3,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold4,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold5,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold6,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold7,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cold8,[‘Cold’],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
